time,tavg,tmin,tmax,prcp,humid
28-12-2018,10.8,5,22,0,77
29-12-2018,10.9,2.6,19.6,0,70
30-12-2018,11.9,3,22.4,0,71
31-12-2018,12,3.8,22.9,0,70
01-01-2019,12.8,4,22.6,0,70
02-01-2019,13.8,6.5,23,0,71
03-01-2019,13.5,6.7,23.4,0,83
04-01-2019,12.2,7.1,20.5,0,87
05-01-2019,13.2,5.4,21,0,79
06-01-2019,13.9,8.6,21.2,2,82
07-01-2019,13.2,7.1,20,2,87
08-01-2019,13.6,7,20.1,2,85
09-01-2019,13.5,8,20.4,2,74
10-01-2019,12.2,4.8,20.6,2,72
11-01-2019,12.7,4.8,21.6,2,72
12-01-2019,13.8,7.1,22.3,2,72
13-01-2019,15.8,8.5,22.9,2,74
14-01-2019,13.3,8,23.5,2,65
15-01-2019,11.2,6,19.5,2,71
16-01-2019,12.2,4.5,19.6,2,73
17-01-2019,12.8,4.2,22,2,75
18-01-2019,12.8,4.8,22.2,2,78
19-01-2019,14.8,5.7,25.4,2,72
20-01-2019,17.5,7,28.2,2,64
21-01-2019,16.4,11.5,28.7,3,79
22-01-2019,14.5,13.6,22.6,15,95
23-01-2019,13.8,8,19.4,27.9,93
24-01-2019,14.8,9.7,21,0,87
25-01-2019,13.4,11,22,6.1,84
26-01-2019,12.2,6,19,0,70
27-01-2019,12.9,5.2,19.2,0,78
28-01-2019,13.3,5.5,19,0,73
29-01-2019,14.1,5.4,20,0,69
30-01-2019,14.2,5.2,20.4,0,70
31-01-2019,15.5,8.2,21,0,73
01-02-2019,16.3,11,22,0,81
02-02-2019,12.9,8.2,22.5,0,95
03-02-2019,13.8,9.4,20,0,91
04-02-2019,15.1,8,23,0,82
05-02-2019,17.9,9,25,0,77
06-02-2019,19.5,12,25,0.8,85
07-02-2019,16.5,13.6,25.1,0,94
08-02-2019,14.9,7,20.4,5.1,79
09-02-2019,14.8,8.4,20.6,0,76
10-02-2019,14.8,6,21,0,77
11-02-2019,15.6,7,22,0,74
12-02-2019,17.5,10.6,23.2,0,79
13-02-2019,19.3,11.4,25,0,74
14-02-2019,17.7,13.9,25.3,1,86
15-02-2019,17.6,11.8,23,9.9,86
16-02-2019,16,13.3,22,0,91
17-02-2019,16.8,10.5,21,0,84
18-02-2019,18.4,11.2,25.2,0,73
19-02-2019,18.7,12,25.8,2,80
20-02-2019,18.3,14.5,24.5,2,88
21-02-2019,21.6,13.2,28,0.8,72
22-02-2019,19.1,15.4,28.1,0,79
23-02-2019,17.6,10.5,23.4,0,67
24-02-2019,17.6,12.6,23.6,0,65
25-02-2019,16.2,9.2,23.8,0,65
26-02-2019,15.3,10.3,25.4,1,68
27-02-2019,14.3,9.5,21,0,72
28-02-2019,14.1,6.8,21,0,69
01-03-2019,16.3,6.8,23.4,0,63
02-03-2019,15.2,12.6,24.1,0.5,81
03-03-2019,17.1,12.8,22.4,9.9,85
04-03-2019,19.1,11.2,24,0.3,81
05-03-2019,18.4,12,23.9,0,72
06-03-2019,18.2,11,24,0,66
07-03-2019,19.5,9,26,0,62
08-03-2019,20.4,10.8,26.5,0,63
09-03-2019,20.6,12.6,26.5,0,60
10-03-2019,19.6,10.8,27,0,56
11-03-2019,22.8,12.4,28,0,60
12-03-2019,22.1,12.8,28.4,0,61
13-03-2019,19.7,15.6,27.4,0,62
14-03-2019,18.6,11.8,25,0,73
15-03-2019,20.2,10.4,26,0.5,72
16-03-2019,21.6,12.5,26,0,66
17-03-2019,22.1,13.8,28,0,60
18-03-2019,21.8,12,28.6,0,62
19-03-2019,24.1,12.8,31,0,60
20-03-2019,26.9,15.5,34,0,52
21-03-2019,25.6,16.6,34.1,0,52
22-03-2019,23.9,15.5,31.6,0,46
23-03-2019,25,16.6,30.2,0,50
24-03-2019,25.1,15.4,31.8,0,52
25-03-2019,24.4,17.6,32.1,0,61
26-03-2019,24.2,16.2,30.4,0,59
27-03-2019,25.1,15,31.4,0,52
28-03-2019,27.1,16.2,35,0,54
29-03-2019,29.4,18.6,36.6,0,53
30-03-2019,31.4,20.2,39,0,50
31-03-2019,28.8,21,39.2,0.3,42
01-04-2019,27.7,17.6,34.3,0,42
02-04-2019,27.6,16.2,35,0,42
03-04-2019,29.2,17.6,36,0,42
04-04-2019,30.1,18.7,38,0,45
05-04-2019,28.7,20,39,0,44
06-04-2019,33.6,22.4,39.3,0,38
07-04-2019,30.8,24,37.8,6.1,55
08-04-2019,29.4,20.2,36,6.1,53
09-04-2019,30.2,20.4,36.6,6.1,49
10-04-2019,32.1,20,39,6.1,45
11-04-2019,32.6,23,39,6.1,38
12-04-2019,30.6,23.2,38.7,0.5,42
13-04-2019,31.4,21.6,38,0.3,39
14-04-2019,32.2,21.8,38,0,37
15-04-2019,33.6,25.5,40,0,34
16-04-2019,26,20.5,40,1,59
17-04-2019,24.3,19,30.7,1,66
18-04-2019,25.8,17.1,31,0.5,60
19-04-2019,27.5,18.2,32,0,52
20-04-2019,29.2,19.8,35,0,47
21-04-2019,31.1,20.6,37.2,0,40
22-04-2019,32.2,22,38,0,42
23-04-2019,33.8,22.2,40,0,40
24-04-2019,34.1,26.6,41.4,0,39
25-04-2019,33.8,28,42,0,46
26-04-2019,34.3,24.2,42.1,0,35
27-04-2019,33.7,26.7,41,0,27
28-04-2019,34.8,25.4,41,0,25
29-04-2019,34.8,23.4,42,0,26
30-04-2019,34.4,24,43.2,0,27
01-05-2019,34.4,24.4,43.7,0,32
02-05-2019,33.5,25.8,41.3,0,38
03-05-2019,32.6,24,41,0,45
04-05-2019,32.1,22.4,39.5,4.1,36
05-05-2019,32.6,19.8,39.2,0,29
06-05-2019,33.8,22.4,41,0,29
07-05-2019,33.5,21.8,41.2,0,31
08-05-2019,35.3,23.6,41.6,0,32
09-05-2019,36.1,26.4,42,0,29
10-05-2019,35.4,29.4,41.8,0,32
11-05-2019,33.9,24.4,41.2,0,40
12-05-2019,33.4,25.2,38.8,0,41
13-05-2019,33.3,25.4,40,0,46
14-05-2019,30.8,20.8,40.2,3,53
15-05-2019,29.4,23,35,0,59
16-05-2019,30.6,23.4,36.4,2,54
17-05-2019,29.6,21.6,37,0,62
18-05-2019,28.7,19.5,37.4,10.9,65
19-05-2019,31.9,23.2,37,0,44
20-05-2019,34,22.8,40,0,38
21-05-2019,35.3,25.2,41,0,36
22-05-2019,33.4,26.4,41,0,41
23-05-2019,33.7,25,40,0,48
24-05-2019,29.8,23.8,40.4,6.1,60
25-05-2019,32.5,24.5,37,0,45
26-05-2019,34.2,23,39.2,0,34
27-05-2019,35.1,25.4,42,0,28
28-05-2019,34.6,23,42,0,23
29-05-2019,36.6,24.6,43,0,27
30-05-2019,38.2,26.8,45,0,26
31-05-2019,38.7,28.4,45,0,25
01-06-2019,37.6,27.6,44.8,0,34
02-06-2019,37.3,30.8,43.5,0,46
03-06-2019,35.9,29.4,42.5,0,47
04-06-2019,36.7,28.7,41,0,45
05-06-2019,37.5,29.8,42.2,0,41
06-06-2019,37.7,28.6,44,0,35
07-06-2019,35,26.4,43.9,0,46
08-06-2019,37.9,28,42.6,0,39
09-06-2019,37.4,27.2,43.4,0,32
10-06-2019,39.2,27.4,45,0,26
11-06-2019,38.6,30.4,45.6,0,25
12-06-2019,36,30,44.5,0,39
13-06-2019,37,29,41.6,0,40
14-06-2019,37.6,30.6,43,0,30
15-06-2019,37.9,27.8,43.7,0,27
16-06-2019,31.5,28.4,43.4,0,53
17-06-2019,30.3,25.6,36.3,0.5,53
18-06-2019,28.5,20.6,35,10.9,62
19-06-2019,32.2,24.2,37,0,56
20-06-2019,33.5,25.4,38.2,0,53
21-06-2019,35.1,28.2,39,0,50
22-06-2019,35.6,27.2,40,0,45
23-06-2019,35.3,28.6,40.3,0,54
24-06-2019,32.1,27.4,40.5,0,66
25-06-2019,34.2,27.8,39,0,60
26-06-2019,35.8,29.6,41,0,49
27-06-2019,35.3,28.6,41.1,0,47
28-06-2019,35.8,27.2,41.2,0,43
29-06-2019,38.1,30,42,0,37
30-06-2019,37.9,32,42.3,0,39
01-07-2019,36.8,30.6,42.2,0,43
02-07-2019,34.9,30,41.6,0,48
03-07-2019,34.9,30.6,38.4,0,54
04-07-2019,30.9,28.6,39.4,0,70
05-07-2019,28.8,26.9,38.6,1,79
06-07-2019,33.4,26.5,37,24.9,69
07-07-2019,32.1,27.6,37,0,68
08-07-2019,33.7,28.6,36,0,67
09-07-2019,31.6,28.8,36.7,0,70
10-07-2019,33.9,28.2,37,0,63
11-07-2019,35.4,31,39,0,53
12-07-2019,34.9,30.6,39.2,0,56
13-07-2019,35.6,31.1,39.4,0,51
14-07-2019,34.3,30.3,39.6,0,56
15-07-2019,29.1,24,37.7,0,77
16-07-2019,29.2,24,34.7,0,79
17-07-2019,27,24,33.4,22.1,85
18-07-2019,27,23.5,31.7,11.9,87
19-07-2019,31.9,25,36,4.1,71
20-07-2019,30.7,26,36.2,0,80
21-07-2019,30.6,25.6,36.7,8.9,83
22-07-2019,31.3,24.6,36.5,50,82
23-07-2019,34.2,28.2,37,4.1,70
24-07-2019,33.3,27.8,38,0,72
25-07-2019,28.7,25,37.8,21.1,84
26-07-2019,28.6,26.2,32,0.5,89
27-07-2019,28.7,25.4,32.5,10.9,90
28-07-2019,30.1,25.8,34,3,85
29-07-2019,31.9,27.9,36,6.1,77
30-07-2019,31.5,27.4,36.1,0,76
31-07-2019,31.9,27.8,35.1,0,77
01-08-2019,32.9,27.8,36.4,0,73
02-08-2019,30.9,29,36.9,0,80
03-08-2019,30,27.4,34.6,0,85
04-08-2019,30.8,27.2,35.4,0,85
05-08-2019,31.8,27.2,37.2,0,83
06-08-2019,27.2,24,37.4,11.9,94
07-08-2019,30.9,25.6,34,22.1,82
08-08-2019,33.5,27.5,38,0,74
09-08-2019,31.5,28.4,37.9,0,72
10-08-2019,31.1,27.2,34,0,79
11-08-2019,32.9,27.6,36,0,72
12-08-2019,31.1,28,36.2,0.3,81
13-08-2019,30.4,27.8,35,2,85
14-08-2019,30.5,25.6,35.5,10.9,88
15-08-2019,30.6,24.8,34.6,10.9,81
16-08-2019,29.9,26.6,34.8,0,83
17-08-2019,26.9,25.2,32.5,7.1,93
18-08-2019,27.3,24.8,29.6,46,91
19-08-2019,30.7,23.6,34,2,76
20-08-2019,31.4,25.6,35,0,75
21-08-2019,32,24.8,36,0,72
22-08-2019,30.4,24.5,36.1,0,75
23-08-2019,31.8,24.6,36,0,70
24-08-2019,31.1,28.2,36.2,0,77
25-08-2019,29.3,26.8,33.8,0.3,84
26-08-2019,31.9,25.7,35,3,75
27-08-2019,32.9,27.4,36.4,0,70
28-08-2019,33.8,28.2,38,0,69
29-08-2019,33.6,29.2,38.1,0,69
30-08-2019,32.8,28,38.2,0,71
31-08-2019,33,29.2,36.7,0,70
01-09-2019,29.9,26.4,37,0,79
02-09-2019,32.7,27.1,36.4,0,73
03-09-2019,33.1,27.8,36.6,0,73
04-09-2019,32.6,27.6,36.2,0,77
05-09-2019,31.9,28.3,35.8,0,76
06-09-2019,31.7,28.2,37,0,76
07-09-2019,29.9,27.6,37.2,0,79
08-09-2019,31.9,26.4,35.5,0,75
09-09-2019,32.2,28.3,36,0,67
10-09-2019,32.4,27.6,36.6,0,65
11-09-2019,33.6,28.2,37.5,0,65
12-09-2019,33.3,29.8,38.2,0,72
13-09-2019,32.9,27.8,37.1,0,73
14-09-2019,32,28.7,35,0,72
15-09-2019,30.7,27.3,35.2,2,78
16-09-2019,32.3,27.1,36,0,72
17-09-2019,32.3,27.5,36.4,5.1,68
18-09-2019,30.9,26.2,36.8,0.3,69
19-09-2019,29.1,25.1,35.1,0,76
20-09-2019,30.8,24.9,35,0.3,72
21-09-2019,28,24,35.3,0,79
22-09-2019,27.2,23.7,35.2,33,85
23-09-2019,29.1,24,32,0,79
24-09-2019,29.4,23.9,34,0,76
25-09-2019,30.2,24.5,35,0,76
26-09-2019,29.7,25.8,35.1,0,75
27-09-2019,28.5,25.4,34,0,78
28-09-2019,28.6,24.1,32.6,0,78
29-09-2019,27.7,24.2,33,0.3,81
30-09-2019,27.4,23.8,31.2,0,81
01-10-2019,28.7,23.8,32.4,0,79
02-10-2019,29,23.4,33,2,74
03-10-2019,28.8,21.4,34.4,0,72
04-10-2019,27.2,19.8,34.8,47,77
05-10-2019,27.3,21,32,0,65
06-10-2019,27.6,21.1,33,0,67
07-10-2019,27.7,22.4,32.9,0,67
08-10-2019,27.2,20.2,32,0,61
09-10-2019,27.5,20.3,33.6,0,63
10-10-2019,27.7,21,33.8,0,60
11-10-2019,27.9,20.3,33.9,0,62
12-10-2019,28.1,20.6,33.2,0,64
13-10-2019,27.8,20.8,33.2,0,62
14-10-2019,27.6,20.6,34,0,64
15-10-2019,28.6,20.4,34,0,63
16-10-2019,28.6,21.2,34.8,0,65
17-10-2019,28.2,21.4,33.9,0,65
18-10-2019,28.5,21.2,34.2,0,60
19-10-2019,27.3,19.8,34.7,0,59
20-10-2019,26,19,32.6,0,58
21-10-2019,24.7,17.2,32.5,0,57
22-10-2019,25.2,17.5,31.8,0,57
23-10-2019,25.3,16.5,32,0,57
24-10-2019,25.6,17.7,32.4,0,63
25-10-2019,25.2,18.2,32.1,0,62
26-10-2019,24.9,17.6,30.9,0,64
27-10-2019,25.1,17.4,31.4,0,60
28-10-2019,25,17.7,31.5,0,59
29-10-2019,24.1,18.4,30.2,0,69
30-10-2019,25.2,20,30.6,0,63
31-10-2019,24.7,16.8,32,0,64
01-11-2019,25.4,17.1,31.6,0,67
02-11-2019,24.5,18.8,31.7,0,71
03-11-2019,23.4,18.7,29.5,0.3,78
04-11-2019,24.1,18.9,29.4,0,69
05-11-2019,23.5,17.5,30.2,0,59
06-11-2019,23.4,15.2,32.2,0,53
07-11-2019,20.6,18.6,32.3,0,72
08-11-2019,21.9,15.6,30,0,69
09-11-2019,21.6,15.6,30.1,0,64
10-11-2019,20.5,14.5,29.8,0,60
11-11-2019,19.7,13.5,29.1,0,56
12-11-2019,17.9,11.7,29.5,0,58
13-11-2019,20.3,13.4,28.2,0,63
14-11-2019,20.2,15.4,28.3,0,70
15-11-2019,21.2,16,27.6,0,71
16-11-2019,22.2,15.4,29.2,0,63
17-11-2019,23,16.2,29.3,0,64
18-11-2019,18.5,15.3,29,0,67
19-11-2019,19,12.3,26.8,0,63
20-11-2019,19.1,11.4,28.2,0,63
21-11-2019,19.3,12.5,28.9,0,64
22-11-2019,19.7,11.8,28.6,0,59
23-11-2019,20.4,14.7,27.7,0,63
24-11-2019,20.7,15.3,26.8,0,67
25-11-2019,20,13.7,26.8,0,66
26-11-2019,21.6,16.2,27.2,0,60
27-11-2019,20.4,14.5,27.9,0,70
28-11-2019,18.3,16.2,27.4,0,75
29-11-2019,18.1,12.5,24.6,0,77
30-11-2019,15.8,13,24.9,0,82
01-12-2019,15.7,9.4,23.2,0,73
02-12-2019,15,8,23.4,0,69
03-12-2019,15.4,9.1,24.3,0,60
04-12-2019,14.6,7.9,24.4,0,60
05-12-2019,14.4,7.6,24,0,66
06-12-2019,15.9,8.4,24,0,74
07-12-2019,15.1,9.3,24.2,0,77
08-12-2019,15.3,8.7,24.8,0,74
09-12-2019,14.8,7.7,23.8,0,67
10-12-2019,16.8,7.4,23.5,0,70
11-12-2019,15.8,7.9,22.8,0,70
12-12-2019,16.4,12.8,23.2,0,75
13-12-2019,15.2,12.8,21.5,34,91
14-12-2019,14.7,9.7,18.7,0.5,83
15-12-2019,14.2,9.8,19.2,0,87
16-12-2019,11.4,10.2,19.8,0,94
17-12-2019,10.6,8.6,12.9,0,86
18-12-2019,12.2,7,18,0,86
19-12-2019,10.3,5.2,18,0,93
20-12-2019,12.1,6.4,17.4,0,95
21-12-2019,12.6,9.6,17.5,0,93
22-12-2019,11.3,7.4,18,0,96
23-12-2019,9.6,6.6,14.6,0,94
24-12-2019,11.4,5.7,15.6,0,91
25-12-2019,8.4,6,17.2,0,95
26-12-2019,8.8,5.8,13.1,0,90
27-12-2019,8.6,4.2,13.8,0,86
28-12-2019,7.1,2.4,14.4,0,95
29-12-2019,8.8,3.4,15.5,0,89
30-12-2019,6.9,2.6,15.8,0,98
31-12-2019,8.1,4.8,14.7,0,83
01-01-2020,10.8,2.4,20.2,0,81
02-01-2020,13.7,4.6,22,0,76
03-01-2020,14.4,7.6,23,0,77
04-01-2020,13.6,8,23.5,0,78
05-01-2020,14.2,7,21.6,0,73
06-01-2020,15.2,9.9,21.2,0,77
07-01-2020,15,11.6,19.1,0,84
08-01-2020,13.2,11.9,19,6.1,95
09-01-2020,10.4,8.4,14.6,10.9,89
10-01-2020,10.7,5.3,17.4,0,85
11-01-2020,12,5.8,19.9,0,77
12-01-2020,13.6,7.1,22.2,0,75
13-01-2020,14.2,8,23.4,0,80
14-01-2020,12.6,9.8,19.9,0,90
15-01-2020,13.7,6.4,19.8,0,85
16-01-2020,13.2,9.5,19.9,0,90
17-01-2020,13.2,11.2,17.4,6.1,91
18-01-2020,12.3,8.4,17.7,0,88
19-01-2020,11,7,17.7,0,92
20-01-2020,11.9,8.3,16.7,0,95
21-01-2020,13.6,9.2,20,0,88
22-01-2020,12.7,7.1,20.2,0,93
23-01-2020,14.1,9,20,0,70
24-01-2020,13.2,8.8,20.6,0,66
25-01-2020,11.6,4.8,21.1,0,69
26-01-2020,14.7,6.9,22.6,0,74
27-01-2020,15.5,8.5,22.7,0,73
28-01-2020,16,10.5,23,6.1,88
29-01-2020,14.5,10.2,22.2,7.9,83
30-01-2020,13.6,8,20.6,0,82
31-01-2020,12.9,7.2,20.2,0,80
01-02-2020,12.3,5.7,19.7,0,76
02-02-2020,12.1,6,19.9,0,81
03-02-2020,12.9,5.4,21.2,0,70
04-02-2020,14.2,5.3,22,0,68
05-02-2020,13.6,6.7,22.7,0,75
06-02-2020,12.5,6.3,21.3,0,75
07-02-2020,12.7,6.1,20.4,0,74
08-02-2020,13.7,7,20.8,0,74
09-02-2020,13.9,6.6,22.2,0,75
10-02-2020,13.3,6,22.9,0,75
11-02-2020,14.2,5.9,22.6,0,72
12-02-2020,17.3,8.2,24.2,0,77
13-02-2020,20,12.3,27.4,0,67
14-02-2020,18.8,13.7,27.8,0,61
15-02-2020,18.2,11.5,25.4,0,57
16-02-2020,17.2,9,26.4,0,60
17-02-2020,17.7,9,27.1,0,65
18-02-2020,17.2,10.2,26.7,0,55
19-02-2020,19.1,8.1,26.9,0,59
20-02-2020,21.8,13.6,27.2,0,61
21-02-2020,16.8,14.6,27.5,2,83
22-02-2020,18.6,13,24.4,0,78
23-02-2020,19.8,12.8,26.6,0,75
24-02-2020,19.4,11.8,26.8,0,72
25-02-2020,19.3,13,26.4,0,76
26-02-2020,20.3,12.7,27.2,0,70
27-02-2020,20.7,13,27.4,0,78
28-02-2020,21.2,16.7,27.5,0,76
29-02-2020,19.4,16,27.2,0,80
01-03-2020,21.9,14.4,27.6,0,74
02-03-2020,21.2,14.6,27.8,0,75
03-03-2020,21.1,14.3,28.6,0,67
04-03-2020,20.9,14.4,29,0,66
05-03-2020,19.9,14.4,29.2,0.5,77
06-03-2020,16.3,14,27,20.1,87
07-03-2020,17.3,13,22.4,20.1,85
08-03-2020,18,11.1,24.4,99.1,77
09-03-2020,18.3,12.4,25,0,69
10-03-2020,19.6,10,25.6,0,66
11-03-2020,21.6,14.8,27,1,73
12-03-2020,21.7,14.7,27.4,1,67
13-03-2020,21.3,13.8,28,0,54
14-03-2020,18.5,16.1,28.3,0,84
15-03-2020,18.8,12,25,37.1,73
16-03-2020,19.9,12.6,26.2,0,69
17-03-2020,20.5,13.6,27.4,0,66
18-03-2020,22.3,13.4,29.2,0,66
19-03-2020,23.2,16,29.8,0,66
20-03-2020,24.7,16.4,31.2,0,63
21-03-2020,23.6,17.8,31.4,0,58
22-03-2020,24,15.7,30.5,0,61
23-03-2020,24.5,16.4,32.2,0,56
24-03-2020,23.5,18.6,32.8,0,62
25-03-2020,25.6,16.8,33,0,64
26-03-2020,24.1,19,33.3,0,67
27-03-2020,21.7,19.4,29.2,1,76
28-03-2020,21.8,15.7,27.6,5.1,69
29-03-2020,24.1,16.6,29.8,0,58
30-03-2020,23,15.6,30.6,0,55
31-03-2020,24.5,16,32.2,0,53
01-04-2020,25.6,17.4,32.6,3,59
02-04-2020,24.8,18.4,32.7,0,53
03-04-2020,23.2,15.4,31,0,44
04-04-2020,24,14.4,32.2,0,46
05-04-2020,25.6,16.5,33.3,0,49
06-04-2020,28.9,18.5,35.6,0,45
07-04-2020,26.7,17.6,35.8,0,47
08-04-2020,25.8,19.8,34.2,0,41
09-04-2020,24.6,13.5,33.5,0,42
10-04-2020,27.3,17,35.2,0,39
11-04-2020,29.4,19.1,36.8,0,37
12-04-2020,28.7,20.3,36.9,0,39
13-04-2020,30.7,20.6,37.6,0,40
14-04-2020,31.1,23.2,39.2,0,42
15-04-2020,31.2,24,39.7,0,30
16-04-2020,30.1,21.9,40.1,0,34
17-04-2020,31.2,25.7,39.6,0,36
18-04-2020,28.2,21.6,37.8,0,43
19-04-2020,27.3,19,37.3,7.1,51
20-04-2020,26.4,20.2,35.2,0,46
21-04-2020,27.2,19.2,34.2,0,46
22-04-2020,28.2,18.8,35.4,0,40
23-04-2020,28.3,23.2,36.1,0,40
24-04-2020,29.7,20.2,36.6,0,44
25-04-2020,30.3,23.8,38.4,0,40
26-04-2020,24.4,21.4,37.9,0.5,62
27-04-2020,27.1,18.9,33.2,20.1,63
28-04-2020,28.9,22.1,33.8,0,58
29-04-2020,30.1,22.8,35.4,0,53
30-04-2020,31.1,25,37.8,0,52
01-05-2020,31.8,24.6,38.8,0,53
02-05-2020,31.2,24.4,38.8,0,60
03-05-2020,27.2,23,37.9,11.9,68
04-05-2020,28.4,20.2,35,0.5,62
05-05-2020,30.7,22.9,37.5,0,52
06-05-2020,29.3,23.8,37.5,0,44
07-05-2020,29.4,21.6,36.6,0,40
08-05-2020,32.2,23.7,39.2,0,42
09-05-2020,33.5,26.2,40.4,0,47
10-05-2020,27.7,24.2,40.9,0,55
11-05-2020,29.3,20.7,35.5,0,53
12-05-2020,31.2,24.3,37,0,48
13-05-2020,30.2,26.5,37.2,0,52
14-05-2020,30.8,23.6,39.7,0,53
15-05-2020,31.8,23.6,39.7,0,40
16-05-2020,31.8,23.9,39.4,0,36
17-05-2020,32.1,23.6,40.7,0,34
18-05-2020,32.1,23.1,40.5,0,32
19-05-2020,32.3,22.1,40.7,0,26
20-05-2020,32.7,22,40.7,0,23
21-05-2020,33.2,24.8,41.4,0,22
22-05-2020,34.4,23.7,43.4,0,23
23-05-2020,38.6,26.2,44.2,0,24
24-05-2020,36.4,28.7,44.7,0,20
25-05-2020,36,27.2,44.4,0,25
26-05-2020,37.6,28.2,45.6,0,24
27-05-2020,37.5,28.4,46,0,23
28-05-2020,32.8,23.8,45.9,0,43
29-05-2020,28.4,22.6,40.3,0,61
30-05-2020,29.2,22.2,37,4.1,63
31-05-2020,25.8,20,34.8,8.9,79
01-06-2020,29.4,21,35,3,63
02-06-2020,30.9,24.8,36.4,0,54
03-06-2020,30.5,24.9,36.9,0,54
04-06-2020,29.7,24.9,36.4,0,60
05-06-2020,29.1,25,36.1,0,59
06-06-2020,30.9,24,36.4,1,63
07-06-2020,29.3,23.2,36.8,1,65
08-06-2020,31.8,25.2,37.4,6.1,56
09-06-2020,34.3,26.9,39.7,0,49
10-06-2020,34,26.6,40.6,0,52
11-06-2020,34.8,27.4,41.5,0,53
12-06-2020,35.6,30.3,40.6,0,51
13-06-2020,32.6,30.1,41.5,0,58
14-06-2020,35,28,40,0,56
15-06-2020,35.7,28.6,41.2,0,45
16-06-2020,35.8,30.2,41.8,0,47
17-06-2020,35.9,29.5,42.2,0,53
18-06-2020,37.1,28.6,42.2,0,54
19-06-2020,36.6,29.8,42.5,0,53
20-06-2020,31.1,22.4,41.2,5.1,63
21-06-2020,31.9,24.6,38.1,2,68
22-06-2020,32,23.2,37,43.9,66
23-06-2020,33.4,27.8,37,0,68
24-06-2020,31.1,28,37,0,77
25-06-2020,31.8,26.8,36.4,0,75
26-06-2020,32.9,27.2,37,0,70
27-06-2020,34.8,28.2,40,0,61
28-06-2020,36.9,29.4,40,0,54
29-06-2020,35.9,28.4,41,0,52
30-06-2020,33.2,24.6,40.7,0,70
01-07-2020,34.2,28.8,38,0,65
02-07-2020,36,30,40,0,62
03-07-2020,36.2,30.4,41,0,62
04-07-2020,34.9,29.4,41.6,0,65
05-07-2020,28.4,22.2,39.8,35.1,79
06-07-2020,31.7,26.2,35,0,76
07-07-2020,30.9,26.4,36.2,0.5,79
08-07-2020,31.6,26.9,36,0,84
09-07-2020,33.1,27.4,38,0,73
10-07-2020,34,28,38.2,0,66
11-07-2020,31.8,23.9,38.3,7.9,73
12-07-2020,30.6,27.2,35,0,71
13-07-2020,32.4,26.2,36.8,0,65
14-07-2020,33.9,27.6,38.2,0,65
15-07-2020,32.7,28.8,38.5,0,69
16-07-2020,31.2,29,37.4,0,72
17-07-2020,31.9,28.4,37.8,0,74
18-07-2020,32.3,29.3,37.3,4.1,76
19-07-2020,29.6,23.4,36.4,70.1,82
20-07-2020,28.8,26.4,35.2,2,80
21-07-2020,26.3,23.5,32.6,2,90
22-07-2020,26.2,24,33.2,30,93
23-07-2020,30,23.7,34.4,68.1,79
24-07-2020,31.2,26.8,35,0,80
25-07-2020,31.7,25.9,35.4,1,83
26-07-2020,32.7,26.8,36,0,77
27-07-2020,34.1,28.2,37,0.5,73
28-07-2020,34.4,28.7,37.6,0,74
29-07-2020,30.8,26,37.5,0,80
30-07-2020,29.7,25.8,36.6,0,80
31-07-2020,31.5,27.3,34,0.8,82
01-08-2020,30.7,26.8,36.2,0,84
02-08-2020,32.9,26.2,36.8,7.1,78
03-08-2020,33.5,28.4,37,0,75
04-08-2020,32.9,29,37.4,0,76
05-08-2020,30.9,28,36.3,0,83
06-08-2020,32.7,27.2,37.2,0,72
07-08-2020,33.1,27.6,37.5,0,73
08-08-2020,33.9,28.1,37.4,0,74
09-08-2020,31.3,26.2,37.6,1,85
10-08-2020,31.6,27.4,35,1,82
11-08-2020,31.8,27.8,36.6,0.5,82
12-08-2020,32,27.4,36.8,8.9,78
13-08-2020,26.8,25,30.3,68.1,96
14-08-2020,29.7,25.4,32,16,89
15-08-2020,31.7,26.4,35,0,82
16-08-2020,32,26.8,36,1,80
17-08-2020,30.4,28.2,36.5,0,87
18-08-2020,31,27.1,35.7,23.9,87
19-08-2020,26.6,25,35,7.9,96
20-08-2020,26.2,24.1,29,55.1,96
21-08-2020,30.7,24.2,35,7.9,80
22-08-2020,31.2,25.2,35,1,74
23-08-2020,30.4,26.4,35.6,0,80
24-08-2020,29.9,26.2,34.2,2,82
25-08-2020,30,25.8,33,0,81
26-08-2020,31.3,26.5,34,0,76
27-08-2020,31.8,26.2,35,0,73
28-08-2020,28.3,26,35.6,0,86
29-08-2020,30.8,24.8,35,0,81
30-08-2020,29.1,26.7,35,0,81
31-08-2020,29.4,25.5,33,0.5,77
01-09-2020,30.9,24.8,35,0,72
02-09-2020,31.3,25.3,34.4,0,75
03-09-2020,32,27.5,35,0,76
04-09-2020,31.3,26.3,35,0,78
05-09-2020,30.8,23.8,37,0.8,81
06-09-2020,30.6,23,36.8,19.1,81
07-09-2020,29.7,25.8,35.5,0,82
08-09-2020,31.3,25.1,35.2,1,76
09-09-2020,31.5,26.1,35.5,0,73
10-09-2020,31.1,26,35.6,0,73
11-09-2020,30.9,26,37.4,0,65
12-09-2020,32.9,25.3,37.8,0,67
13-09-2020,32.8,26.6,37.3,0,69
14-09-2020,32.7,27.5,37,0,71
15-09-2020,32.7,26,37.2,0,70
16-09-2020,33.3,26.8,38,0,66
17-09-2020,33.7,27.1,37.9,0,64
